record_code,format_version,submission_date,reporting_agency,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,epa_reach,description,rmis_region,rmis_basin,rmis_latitude,rmis_longitude,record_origin
"L","4.2","20260130","CDFW","6FKKLBLU BLRP","4","BLUFF CR. PONDS",,,"KLAM","KLTR",,"BLUFF CREEK REARING PONDS","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLCAP CCRF","4","CAPPEL CK REAR FAC",,,"KLAM","KLTR",,"CAPPEL CREEK REARING FACILITY","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLELK ELRP","4","ELK CR. PONDS",,,"KLAM","KLTR",,"ELK CREEK REARING PONDS","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLEST","4","KLAMATH R, MOU-HI101",,,"KLAM","KLTR",,"KLAMATH RIVER FROM MOUTH TO HIGHWAY 101 BRIDGE","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLEST HPRC   HRF","4","H.PRAIRIE REAR FAC",,,"KLAM","KLTR",,"HIGH PRAIRIE CREEK REARING FACILITY","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLEST HUNT   SPR","4","SPRUCE CREEK",,,"KLAM","KLTR",,"SPRUCE CREEK,TRIBUTARY TO HUNTER CREEK ON KLAMATH RIVER","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLGRD GRRP","4","GRIDER CR. PONDS",,,"KLAM","KLTR",,"GRIDER CREEK REARING PONDS","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLMID","4","KLAMATH R,HI101-TRIN",,,"KLAM","KLTR",,"KLAMATH RIVER FROM HIGHWAY 101 BRIDGE TO MOUTH OF TRINITY RIVER","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLMID HWSC","4","KLAMATH R,HI101-SURP",,,"KLAM","KLTR",,"KLAMATH RIVER,HIGHWAY 101-SURPER CREEK","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLMID SCMT","4","KLAMATH R, SURP-TRIN",,,"KLAM","KLTR",,"KLAMATH RIVER,SURPER CREEK-MOUTH OF TRINITY RIVER","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLSCT","4","SCOTT RIVER","41.779","-123.0369","KLAM","KLTR",,"SCOTT RIVER TRIB TO KLAMATH RIVER","KLTR","KLAM","41.779","-123.0369","N"
"L","4.2","20260130","CDFW","6FKKLSCT KCSC","4","KELSEY CR. CHAN.",,,"KLAM","KLTR",,"KELSEY CREEK SPAWNING CHANNEL","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKKLUPR FALL","4","FALL CREEK PONDS",,,"KLAM","KLTR",,"FALL CREEK PONDS","KLTR","KLAM",,,"N"
"L","4.2","20260130","CDFW","6FKTREFK","4","TRINITY RIVER E FORK","40.783","-123.129","TRIN","KLTR",,"TRINITY RIVER EAST FORK","KLTR","TRIN","40.783","-123.129","N"
"L","4.2","20260130","CDFW","6FKTRMTR","4","TRINITY R, SFK-NFK","40.889","-123.603","TRIN","KLTR",,"TRINITY RIVER, SOUTH FORK TO NORTH FORK","KLTR","TRIN","40.889","-123.603","N"
"L","4.2","20260130","CDFW","6FKTRTIS TSRS","4","TISH TANG REARING",,,"TRIN","KLTR",,"TISH TANG CREEK REARING SITE","KLTR","TRIN",,,"N"
"L","4.2","20260130","CDFW","6FKTRUTRJ","4","TRINITY R JCW-LEWIST","40.7","-123","TRIN","KLTR",,"TRINITY RIVER, JUNCTION CITY WEIR TO LEWISTON DAM","KLTR","TRIN","40.7","-123","N"
"L","4.2","20260130","CDFW","6FM      CRYH","4","CRYSTAL LAKE HATCHERY","40.93","-121.54","NORU","CECA",,"CRYSTAL LAKE HATCHERY","CECA","NORU","40.93","-121.54","N"
"L","4.2","20260130","CDFW","6FMTHLTR STMP","4","STAMPEDE RESERVOIR","39.48","-120.12","CAGNG","CAGN",,"STAMPEDE RESERVOIR ON LITTLE TRUCKEE RIVER.","CAGN","CAGNG","39.48","-120.12","N"
"L","4.2","20260130","CDFW","6MO","4","OCEAN LOCATIONS",,,"CAGNG","CAGN",,"OCEAN LOCATIONS","CAGN","CAGNG",,,"N"
"L","4.2","20260130","CDFW","6MOMOMOR","4","MORRO BAY MINOR PORT","35.36","-120.86","SAMO","CECA",,"MORRO BAY MINOR PORT AREA/LOCATION","CECA","SAMO","35.36","-120.86","N"
"L","4.2","20260130","CDFW","6MOSFBOD","4","BODEGA BAY MINOR PT","38.32","-123.05","NORU","CECA",,"BODEGA BAY MINOR PORT AREA/LOCATION","CECA","NORU","38.32","-123.05","N"
"L","4.2","20260130","CDFW","6MOSFFBA NET","4","FORT BAKER NET PEN","37.832","-122.477","SFBA","CECA",,"FORT BAKER NET PEN","CECA","SFBA","37.832","-122.477","N"
"L","4.2","20260130","CDFW","6MOSFMAR","4","MARE ISLAND MINOR PT","38.09","-122.26","SFBA","CECA",,"MARE ISLAND MINOR PORT AREA/LOCATION","CECA","SFBA","38.09","-122.26","N"
"L","4.2","20260130","CDFW","6MOSFOAK","4","OAKLAND MINOR PORT","37.79","-122.28","SFBA","CECA",,"OAKLAND MINOR PORT AREA/LOCATION","CECA","SFBA","37.79","-122.28","N"
"L","4.2","20260130","CDFW","6MOSFPRI","4","PRINCETON MINOR PORT","37.5","-122.48","SFBA","CECA",,"PRINCETON MINOR PORT AREA/LOCATION HALF MOON BAY","CECA","SFBA","37.5","-122.48","N"
"L","4.2","20260130","CDFW","6MOSFSAU","4","SAUSALITO MINOR PORT","37.87","-122.49","SFBA","CECA",,"SAUSALITO MINOR PORT AREA/LOCATION","CECA","SFBA","37.87","-122.49","N"
"L","4.2","20260130","CDFW","6MOSFTIB SCI NET","4","TIBURON ESTUARY SCI NET","37.889","-122.446","CECA","SFBA",,"TIBURON ESTUARY AND SCIENCE CENTER NET PENS",,,"37.889","-122.446","N"
"L","4.2","20260130","CDFW","6MOSFVAL","4","VALLEJO MINOR PORT","38.09","-122.26","SFBA","CECA",,"VALLEJO MINOR PORT AREA/LOCATION","CECA","SFBA","38.09","-122.26","N"
"L","4.2","20260130","CDFW","6FCSJSTA NMEL","4","STAN R NEW MELONES RESV","37.9472","-120.5269","TUST","SJOA",,"NEW MELONES RESERVOIR","SJOA","TUST","37.9472","-120.5269","N"
"L","4.2","20260130","CDFW","6FBRRORR","4","ORR CREEK","38.16","-123.23","NORU","CECA",,"ORR CREEK ORRS CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.16","-123.23","N"
"L","4.2","20260130","CDFW","6FBRRSPH","4","SHEEPHOUSE CREEK","38.45","-123.09","NORU","CECA",,"SHEEPHOUSE CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.4494","-123.0939","N"
"L","4.2","20260130","CDFW","6FKKLRCP","4","RED CAP CREEK",,,"KLAM","KLTR",,"RED CAP CREEK","KLTR","KLAM","41.2589","-123.6039","N"
"L","4.2","20260130","CDFW","6FCSJMOK NOFK","4","MOK R NORTH FORK","38.13","-121.56","MOKE","SJOA",,"MOKELUMNE RIVER NORTH FORK","SJOA","MOKE","38.3722","-120.6097","N"
"L","4.2","20260130","CDFW","6FKTR","4","TRINITY RIVER","41.18","-123.71","TRIN","KLTR",,"TRINITY RIVER","KLTR","TRIN","41.18","-123.71","N"
"L","4.2","20260130","CDFW","6FCSASBF CTLD","4","SAC R AT COURTLAND","38.33","-121.57","SACR","SAFA",,"SACRAMENTO RIVER COURTLAND","SAFA","SACR","38.33","-121.57","N"
"L","4.2","20260130","CDFW","6FKKLMID GLEN","4","KLAMATH GLEN",,,"KLAM","KLTR",,"KLAMATH GLEN","KLTR","KLAM","41.515","-124","N"
"L","4.2","20260130","CDFW","6FKKLUPR RANC","4","R-RANCH, KLAMATH RIV","41.917","-122.46","KLAM","KLTR",,"KLAMATH RIVER AT R-RANCH, 1.5 MI. DNST. OF IRON GATE HATCHERY","KLTR","KLAM","41.92","-122.458","N"
"L","4.2","20260130","CDFW","6FBRRBSL","4","BIG SULPHUR CREEK","38.83","-122.99","NORU","CECA",,"BIG SULPHUR CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.8183","-123.0097","N"
"L","4.2","20260130","CDFW","6FKTRUTR STEB","4","STEEL BRIDGE",,,"TRIN","KLTR",,"STEEL BRIDGE","KLTR","TRIN","40.6767","-122.9139","N"
"L","4.2","20260130","CDFW","6FBELMAI MCAN","4","MC CANN BRIDGE","40.33","-123.84","MAEL","NOCA",,"MC CANN BRIDGE","NOCA","MAEL","40.3289","-123.8408","N"
"L","4.2","20260130","CDFW","6FCSABUT OKIE","4","OKIE DAM",,,"SACR","SAFA",,"OKIE DAM","SAFA","SACR",,,"N"
"L","4.2","20260130","CDFW","6FKTRLTR TRWC","4","TRINITY R (WILLOW CR","40.946","-123.632","TRIN","KLTR",,"TRINITY RIVER AT WILLOW CREEK","KLTR","TRIN","40.945","-123.6292","N"
"L","4.2","20260130","CDFW","6FCSASBF YLBY","4","YOLO BYPASS","38.1826","-121.6617","SACR","SAFA",,"YOLO BYPASS","SAFA","SACR","38.5","-121.6","N"
"L","4.2","20260130","CDFW","6MOFBSHC","4","SHELTER COVE MIN. PT","40.02","-124.06","MAEL","NOCA",,"SHELTER COVE MINOR PORT AREA/LOCATION","NOCA","MAEL","40.0244","-124.0625","N"
"L","4.2","20260130","CDFW","6FCSJMNFR FRI NET","4","SAN JOAQ RIV FRIANT NET","36.998","-119.707","SJR","SJOA",,"SAN JOAQUIN RIVER BELOW FRIANT DAM NET PENS","SJOA","SJR","36.998","-119.707","N"
"L","4.2","20260130","CDFW","6FBRRMCM MCDNING","4","INGALLS CREEK","38.7","-122.74","NORU","CECA",,"INGALLS CREEK, TRIB OF MCDONNELL CREEK, TRIB OF MAACAMA CREEK, TRIB OF RUSSIAN RIVER","CECA","NORU","38.7033","-122.7425","N"
"L","4.2","20260130","CDFW","6FBRRMCM BRGSCON","4","COON CREEK","38.68","-122.71","NORU","CECA",,"COON CREEK, TRIB OF BRIGGS CREEK, TRIB OF MAACAMA, TRIB OF RUSSIAN RIVER","CECA","NORU","38.6778","-122.7128","N"
"L","4.2","20260130","CDFW","6FCSASBF VERO","4","SAC R AT VERONA","38.78","-121.6","SACR","SAFA",,"SACRAMENTO RIVER VERONA","SAFA","SACR","38.78","-121.6","N"
"L","4.2","20260130","CDFW","6FBELHOC HTCP","4","HOLLOW TREE CR PONDS","39.8578","-123.7264","MAEL","NOCA",,"HOLLOW TREE CREEK PONDS","NOCA","MAEL","39.8578","-123.7264","N"
"L","4.2","20260130","CDFW","6FCSJOLB ANTI","4","SAN JOAQUIN RIV ANTIOCH","38.02","-121.76","SJR","SJOA",,"SAN JOAQUIN RIVER ANTIOCH","SJOA","SJR","38.0239","-121.8244","N"
"L","4.2","20260130","CDFW","6FASRMIL","4","MILL CREEK , SMITH R","41.7919","-124.0831","SMIT","NOCA",,"MILL CREEK, TRIBUTARY OF SMITH RIVER","NOCA","SMIT","41.7919","-124.0831","N"
"L","4.2","20260130","CDFW","6FCSACOW SOUF   CLO","4","CLOVER CREEK","40.555","-122.187","SACR","SAFA",,"CLOVER CREEK ON SOUTH FORK OF COW CREEK","SAFA","SACR","40.555","-122.187","N"
"L","4.2","20260130","CDFW","6FBRRMCM","4","MAACAMA CREEK","38.61","-122.77","NORU","CECA",,"MAACAMA CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.6139","-122.7825","N"
"L","4.2","20260130","CDFW","6FBRRWOD","4","WOOD CREEK","38.72","-122.91","NORU","CECA",,"WOOD CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.7089","-122.8931","N"
"L","4.2","20260130","CDFW","6FCSADEE","4","DEER CREEK","39.926","-122.082","SACR","SAFA",,"DEER CREEK","SAFA","SACR","39.926","-122.082","N"
"L","4.2","20260130","CDFW","6FCSAFEA BOYD","4","FEATHER BOYDS PUMP RAMP","39.057","-121.61","FEA","SAFA",,"BOYDS PUMP LAUNCH RAMP","SAFA","FEA","39.057","-121.61","N"
"L","4.2","20260130","CDFW","6FCSJMOK SOFKSIMT","4","MOK R STATEN ISL M&T RANC","38.2249","-121.4916","MOKE","SJOA",,"MOKELUMNE RIVER S FK AT STATEN ISL UPST OF M&T RANCH IMPLEMENT SHED","SJOA","MOKE","38.2249","-121.4916","N"
"L","4.2","20260130","CDFW","6FCSASBF CLKG","4","SAC R AT CLARKSBURG","38.42","-121.51","SACR","SAFA",,"SACRAMENTO RIVER CLARKSBURG","SAFA","SACR","38.42","-121.51","N"
"L","4.2","20260130","CDFW","6MOSFMAR NET","4","MARE ISLAND NET PEN","38.09","-122.26","SFBA","CECA",,"MARE ISLAND NET PEN","CECA","SFBA","38.09","-122.26","N"
"L","4.2","20260130","CDFW","6FCSJMOK","4","MOKELUMNE RIVER","38.23","-121.49","MOKE","SJOA",,"MOKELUMNE RIVER","SJOA","MOKE","38.23","-121.49","N"
"L","4.2","20260130","CDFW","6FCSASAF SCT","4","SAC R AT SCOTTYS LANDING","39.738","-121.96","SACR","SAFA",,"SACRAMENTO RIVER AT SCOTTYS LANDING CHICO CA","SAFA","SACR","39.738","-121.96","N"
"L","4.2","20260130","CDFW","6FCSAFEA YUBABLB","4","YUBA BULLARDS BAR RESVOIR","39.43","-121.13","FEA","SAFA",,"YUBA RIVER, NEW BULLARDS BAR RESERVOIR","SAFA","FEA","39.43","-121.13","N"
"L","4.2","20260130","CDFW","6FCSJOLB EMPT","4","SAN JOAQ RIV EMPIRE TRACT","38.04","-121.5","SJR","SJOA",,"SAN JOAQUIN RIVER EMPIRE TRACT","SJOA","SJR","38.04","-121.5","N"
"L","4.2","20260130","CDFW","6FCSUCAR","4","CARQUINEZ STRAIT","38.06","-122.22","SFBA","CECA",,"CARQUINEZ STRAIT","CECA","SFBA","38.06","-122.22","N"
"L","4.2","20260130","CDFW","6FCSASAF ABRB","4","SAC R AB RBDD","40.153","-122.204","SACR","SAFA",,"SACRAMENTO RIVER ABOVE RED BLUFF DIVERSION DAM","SAFA","SACR","40.153","-122.204","N"
"L","4.2","20260130","CDFW","6FBRRGRV ATCD","4","ATASCADERO CREEK","38.45","-122.89","NORU","CECA",,"ATASCADERO CREEK, TRIBUTARY OF GREEN VALLEY CREEK, RUSSIAN RIVER","CECA","NORU","38.4483","-122.8858","N"
"L","4.2","20260130","CDFW","6FCSASBF RIOV NET","4","SAC R AT RIO VISTA NET","38.16","-121.68","SACR","SAFA",,"SACRAMENTO RIVER RIO VISTA NET","SAFA","SACR","38.16","-121.68","N"
"L","4.2","20260130","CDFW","6FASRMSR KNOP","4","KNOPTI CR, MF SMITH","41.9315","-123.7379","SMIT","NOCA",,"KNOPTI CREEK, TRIBUTARY OF MIDDLE FORK SMITH RIVER","NOCA","SMIT","41.9317","-123.7369","N"
"L","4.2","20260130","CDFW","6MOSFVAL RAMP","4","VALLEJO PUBLIC BOAT RAMP","38.09","-122.26","SFBA","CECA",,"VALLEJO PUBLIC BOAT RAMP","CECA","SFBA","38.09","-122.26","N"
"L","4.2","20260130","CDFW","6FCSASAF BUTC","4","SAC R AT BUTTE CITY","39.47","-121.99","SACR","SAFA",,"SACRAMENTO RIVER BUTTE CITY","SAFA","SACR","39.47","-121.99","N"
"L","4.2","20260130","CDFW","6FCSN","4","SONOMA CREEK","38.14","-122.4","SFBA","CECA",,"SONOMA CREEK","CECA","SFBA","38.14","-122.4","N"
"L","4.2","20260130","CDFW","6FBELWIL","4","WILLITS CREEK",,,"MAEL","NOCA",,"WILLITS CREEK","NOCA","MAEL","39.4167","-123.3706","N"
"L","4.2","20260130","CDFW","6FBRRDRC YOAK","4","DRY CREEK YOAKIM BRIDGE","38.7","-122.95","NORU","CECA",,"YOAKIM BRIDGE ON DRY CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.7","-122.95","N"
"L","4.2","20260130","CDFW","6FASRMAI SIMP","4","SIMPSON PARK",,,"SMIT","NOCA",,"SIMPSON PARK, SMITH RIVER","NOCA","SMIT",,,"N"
"L","4.2","20260130","CDFW","6MOSFTIB NET","4","TIBURON NET PENS","37.9","-122.44","SFBA","CECA",,"TIBURON NET PENS","CECA","SFBA","37.9","-122.44","N"
"L","4.2","20260130","CDFW","6FCSJMOK NHOP","4","MOK R NEW HOPE LANDING","38.23","-121.49","MOKE","SJOA",,"MOKELUMNE RIVER NEW HOPE LANDING","SJOA","MOKE","38.2281","-121.4897","N"
"L","4.2","20260130","CDFW","6FCSABAT CNFH","4","COLEMAN NFH","40.4","-122.145","SACR","SAFA",,"COLEMAN NATIONAL FISH HATCHERY","SAFA","SACR","40.402","-122.147","N"
"L","4.2","20260130","CDFW","6FASRMSR BTRP","4","BOAT RAMP MF SMITH R","41.7989","-124.0556","SMIT","NOCA",,"BOAT RAMP, MIDDLE FORK SMITH RIVER","NOCA","SMIT","41.7989","-124.0556","N"
"L","4.2","20260130","CDFW","6FKTRMIC","4","MILL CK TRINITY RIVER","41.089","-123.704","TRIN","KLTR",,"MILL CREEK TRIBUTARY OF TRINITY RIVER","KLTR","TRIN","41.09","-123.7022","N"
"L","4.2","20260130","CDFW","6FCSJTUO MAPE","4","MAPES RANCH",,,"TUST","SJOA",,"MAPES RANCH","SJOA","TUST","37.6553","-121.1903","N"
"L","4.2","20260130","CDFW","6MOMOSCR NET","4","SANTA CRUZ HARBOR NET PEN","36.96","-122","SAMO","CECA",,"SANTA CRUZ HARBOR NET PEN","CECA","SAMO","36.96","-122","N"
"L","4.2","20260130","CDFW","6FDSV","4","SAN VICENTE CREEK","37.01","-122.19","SAMO","CECA",,"SAN VICENTE CREEK NEAR DAVENPORT, CA","CECA","SAMO","37.01","-122.19","N"
"L","4.2","20260130","CDFW","6FKTRSUP SPRS","4","SUPPLY CR. REARING",,,"TRIN","KLTR",,"SUPPLY CREEK REARING SITE","KLTR","TRIN","41.0542","-123.6744","N"
"L","4.2","20260130","CDFW","6F","4","FRESHWATER",,,,"CAGN",,"FRESHWATER","CAGN","CAGNG",,,"N"
"L","4.2","20260130","CDFW","6FBELRSC","4","RATTLESNAKE CREEK",,,"MAEL","NOCA",,"RATTLESNAKE CREEK","NOCA","MAEL",,,"N"
"L","4.2","20260130","CDFW","6FCSABUT PRPH","4","PARROT-PHELAN DAM","39.71","-121.76","SACR","SAFA",,"PARROT-PHELAN DAM","SAFA","SACR","39.622","-121.988","N"
"L","4.2","20260130","CDFW","6FCSAFEA YUBAADG","4","YUBA RIVER ABOVE DAGUERRE","39.208","-121.444","FEA","SAFA",,"YUBA RIVER ABOVE DAGUERRE POINT DAM","SAFA","FEA","39.208","-121.444","N"
"L","4.2","20260130","CDFW","6FCSAFEA YUBAHLW","4","YUBA AT HALLWOOD BLVD","39.182","-121.51","FEA","SAFA",,"YUBA RIVER, HALLWOOD BOULEVARD","SAFA","FEA","39.182","-121.51","N"
"L","4.2","20260130","CDFW","6FCSJMNFR","4","SAN JOAQ RIV MEND-FRIANT","36.786","-120.369","SJR","SJOA",,"SAN JOAQUIN RIVER MENDOTA POOL TO FRIANT DAM MILLERTON LAKE","SJOA","SJR","36.786","-120.369","N"
"L","4.2","20260130","CDFW","6FCSJMRMN EBY HAR","4","SAN JOAQ RIV E BYP HARMON","37.1138","-120.5654","SJR","SJOA",,"SAN JOAQUIN RIVER EAST SIDE BYPASS AT HARMON ROAD","SJOA","SJR","37.1138","-120.5654","N"
"L","4.2","20260130","CDFW","6FCSASAF","4","SAC R AB FEATHER","38.787","-121.625","SACR","SAFA",,"SACRAMENTO RIVER ABOVE THE FEATHER RIVER","SAFA","SACR","38.787","-121.625","N"
"L","4.2","20260130","CDFW","6FKKLEST HPRC","4","HIGH PRAIRIE CREEK",,,"KLAM","KLTR",,"HIGH PRAIRIE CREEK","KLTR","KLAM","41.5681","-124.0708","N"
"L","4.2","20260130","CDFW","6FKKLGRD","4","GRIDER CREEK",,,"KLAM","KLTR",,"GRIDER CREEK","KLTR","KLAM","41.8411","-123.2072","N"
"L","4.2","20260130","CDFW","6FBRRDRC SKAG","4","DRY CREEK SKAGGS SPR RD","38.72","-123","NORU","CECA",,"SKAGGS SPRINGS ROAD ON DRY CREEK, TRIBUTARY OF RUSSIAN RIVER","CECA","NORU","38.715","-123.015","N"
"L","4.2","20260130","CDFW","6FKKLSHA","4","SHASTA RIVER","41.832","-122.594","KLAM","KLTR",,"SHASTA RIVER TRIB TO KLAMATH RIVER","KLTR","KLAM","41.832","-122.594","N"
"L","4.2","20260130","CDFW","6FKKLSLM SFSR","4","S FK SALMON RIVER",,,"KLAM","KLTR",,"SOUTH FORK SALMON RIVER","KLTR","KLAM","41.2569","-123.3222","N"
"L","4.2","20260130","CDFW","6FBELMAI VANA","4","VAN ARSDALE","39.38","-123.11","MAEL","NOCA",,"VAN ARSDALE RESERVOIR ON EEL RIVER","NOCA","MAEL","39.3871","-123.1146","N"
"L","4.2","20260130","CDFW","6MOMOSCR","4","SANTA CRUZ MINOR PT","36.96","-122","SAMO","CECA",,"SANTA CRUZ MINOR PORT AREA/LOCATION","CECA","SAMO","36.96","-122","N"
"L","4.2","20260130","CDFW","6MOSFBER","4","BERKELEY MINOR PORT","37.87","-122.32","SFBA","CECA",,"BERKELEY MINOR PORT AREA/LOCATION","CECA","SFBA","37.87","-122.32","N"
"L","4.2","20260130","CDFW","6MOSFSPB","4","SAN PABLO BAY","38.06","-122.4","SFBA","CECA",,"SAN PABLO BAY","CECA","SFBA","38.06","-122.4","N"
"L","4.2","20260130","CDFW","6FKKLBVR","4","BEAVER CREEK",,,"KLAM","KLTR",,"BEAVER CREEK","KLTR","KLAM","41.8697","-122.8164","N"
"L","4.2","20260130","CDFW","6FCSJSTA TWOR","4","STAN R TWO RIVERS","37.66","-121.24","TUST","SJOA",,"STANISLAUS RIVER AT TWO RIVERS","SJOA","TUST","37.66","-121.24","N"
"L","4.2","20260130","CDFW","6MOSFROD SELBWIC","4","WICKLAND OIL TERMINAL","38.05","-122.25","SFBA","CECA",,"WICKLAND OIL TERMINAL. CONOCO PHILLIPS. 90 SAN PABLO AVE. SELBY / CROCKETT CA","CECA","SFBA","38.05","-122.25","N"
"L","4.2","20260130","CDFW","6FBRRDRC WSFH","4","WARM SPRINGS HATCHERY","38.72","-123","NORU","CECA",,"WARM SPRINGS FISH HATCHERY","CECA","NORU","38.72","-123","N"
"L","4.2","20260130","CDFW","6FCSASBF SUTT","4","SAC R AT SUTTER SLOUGH","38.2544","-121.5994","SACR","SAFA",,"SACRAMENTO RIVER SUTTER SLOUGH","SAFA","SACR","38.2544","-121.5994","N"
"L","4.2","20260130","CDFW","6FCSASBF YLCN","4","YOLO BYPASS CONWAY","38.6729","-121.647","SACR","SAFA",,"YOLO BYPASS CONWAY RANCH S SIDE 5 FWY","SAFA","SACR","38.6729","-121.647","N"
"L","4.2","20260130","CDFW","6FCSJMER CRHD","4","MER R CROCKER-HUFFMAN DAM","37.515","-120.37","MERC","SJOA",,"CROCKER-HUFFMAN DAM","SJOA","MERC","37.515","-120.37","N"
"L","4.2","20260130","CDFW","6FBMAMAD","4","MAIN STEM MAD RIVER","40.97","-124.12","MAEL","NOCA",,"MAIN STEM MAD RIVER","NOCA","MAEL","40.9422","-124.1339","N"
"L","4.2","20260130","CDFW","6FBELALB","4","ALBEE CREEK","40.3522","-124.0053","MAEL","NOCA",,"ALBEE CREEK, TRIBUTARY OF EEL RIVER","NOCA","MAEL","40.3522","-124.0053","N"
"L","4.2","20260130","CDFW","6FCSASAF POSG","4","SAC R AT POSSE GNDS TURTL","40.59","-122.38","SACR","SAFA",,"SACRAMENTO RIVER POSSE GROUNDS TURTLE BAY","SAFA","SACR","40.59","-122.38","N"
"L","4.2","20260130","CDFW","6FCSJOLD FDPP","4","SAN JOAQ OLD FEDERAL PUMP",,,"SJR","SJOA",,"SAN JOAQUIN OLD RIVER FEDERAL PUMPING PLANT","SJOA","SJR","37.7122","-121.31","N"
"L","4.2","20260130","CDFW","6FB      ARCT","4","CITY OF ARCATA PONDS","40.8529","-124.089","MAEL","NOCA",,"CITY OF ARCATA PONDS","NOCA","MAEL","40.8529","-124.089","N"
"L","4.2","20260130","CDFW","6FBRRAUS GRAY","4","GRAY CREEK","38.59","-123.06","NORU","CECA",,"GRAY CREEK, TRIBUTARY TO AUSTIN CREEK, RUSSIAN RIVER","CECA","NORU","38.5892","-123.0606","N"
"L","4.2","20260130","CDFW","6FCSJMER SNEL","4","MER R SNELLING","37.5188","-120.4365","MERC","SJOA",,"MERCED RIVER AT SNELLING, CA","SJOA","MERC","37.5192","-120.4364","N"
"L","4.2","20260130","CDFW","6FKKLTHC THCP","4","THOMPSON CR. PONDS",,,"KLAM","KLTR",,"THOMPSON CREEK REARING PONDS","KLTR","KLAM","41.8642","-123.3075","N"
"L","4.2","20260130","CDFW","6FBRRAUS","4","AUSTIN CREEK","38.47","-123.05","NORU","CECA",,"AUSTIN CREEK TRIBUTARY TO RUSSIAN RIVER","CECA","NORU","38.4667","-123.0489","N"
"L","4.2","20260130","CDFW","6FBRRFRZ","4","FREEZEOUT CREEK RUSSIAN R","38.4503","-123.0507","NORU","CECA",,"FREEZEOUT CREEK TRIBUTARY TO RUSSIAN RIVER","CECA","NORU","38.4503","-123.0507","N"
"L","4.2","20260130","CDFW","6FB","4","COAST KLAMATH SACRAMENTO",,,,"CAGN",,"COASTAL RIVER BASINS KLAMATH TO SACRAMENTO","CAGN","CAGNG",,,"N"
"L","4.2","20260130","CDFW","6FCSASBF RYDE","4","SAC R AT RYDE KOKET","38.24","-121.55","SACR","SAFA",,"SACRAMENTO RIVER RYDE-KOKET","SAFA","SACR","38.24","-121.55","N"
"L","4.2","20260130","CDFW","6FCSABEN","4","SAC R AT BEND BRIDGE","40.265","-122.225","SACR","SAFA",,"SACRAMENTO RIVER BEND BRIDGE ABOVE RED BLUFF","SAFA","SACR","40.265","-122.225","N"
"L","4.2","20260130","CDFW","6FBREPRC LIND","4","LINDSEY CREEK",,,"MAEL","NOCA",,"LINDSAY CREEK, TRIBUTARY TO PRARIE CREEK, TRIB TO REDWOOD CREEK","NOCA","MAEL","40.9011","-124.0289","N"
"L","4.2","20260130","CDFW","6FBRRLRR JENN","4","RUSSIAN RIVER AT JENNER","38.45","-123.12","NORU","CECA",,"RUSSIAN RIVER MOUTH AT JENNER","CECA","NORU","38.448","-123.1144","N"
"L","4.2","20260130","CDFW","6FCSJTOS OFMC","4","SAN JOAQ OL FISHERMN CLUB","37.6356","-121.1924","SJR","SJOA",,"SAN JOAQUIN RIVER OLD FISHERMANS CLUB 3 MI DNST MOUTH OF TUOLUMNE RIVER","SJOA","SJR","37.63","-121.205","N"
"L","4.2","20260130","CDFW","6FKKLMID SCMT   PEC","4","PECWAN CREEK",,,"KLAM","KLTR",,"PECWAN CREEK ON LOWER KLAMATH RIVER","KLTR","KLAM","41.3431","-123.8556","N"
"L","4.2","20260130","CDFW","6FCSAANT","4","ANTELOPE CREEK","40.09","-122.117","SACR","SAFA",,"ANTELOPE CREEK","SAFA","SACR","40.09","-122.117","N"
"L","4.2","20260130","CDFW","6FASRSSR BGFL","4","BIG FLAT, SF SMITH","41.6975","-123.8842","SMIT","NOCA",,"BIG FLAT, SOUTH FORK SMITH RIVER","NOCA","SMIT","41.6975","-123.8842","N"
"L","4.2","20260130","CDFW","6FASRMSR SISK","4","SISKIYOU FK, SMITH R","41.884","-123.8109","SMIT","NOCA",,"SISKIYOU FORKS RIVER, TRIB. OF MIDDLE FORK SMITH RIVER","NOCA","SMIT","41.8842","-123.8097","N"
