counterAtEnd,siteName,subSiteName,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,waterTemp,turbidity,visitTime,visitType,trapFunctioning,fishProcessed,includeCatch,projectDescriptionID,trapVisitID
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.100000001490116,8,0.9700000286102288,2008-12-31T09:25:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.100000001490116,0.100000001490116,8,1.3099999427795397,2009-01-01T09:50:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.5,7,1.5900000333786002,2009-01-02T09:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.400000005960464,7,1.1799999475479095,2009-01-03T10:04:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.200000002980232,6.5,1.36000001430511,2009-01-04T10:23:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.600000023841858,7,1.9099999666214,2009-01-05T09:59:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.600000023841858,7,1.6399999856948897,2009-01-06T09:15:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.400000005960464,7.5,1.96000003814697,2009-01-07T09:25:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.200000002980232,8,1.7999999523162795,2009-01-08T11:40:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.300000011920929,0.300000011920929,6.5,2.07999992370605,2009-01-09T10:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.600000023841858,6.5,1.8899999856948897,2009-01-10T10:39:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.400000005960464,7,1.6599999666214,2009-01-11T10:46:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.300000011920929,7.5,1.4900000095367405,2009-01-12T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0,8,2.17000007629395,2009-01-13T09:18:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0,0.300000011920929,7,1.8500000238418604,2009-01-14T09:05:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.699999988079071,0.200000002980232,7,2.6800000667572004,2009-01-15T09:37:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.300000011920929,0.600000023841858,7,2.27999997138977,2009-01-16T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.100000001490116,NA,3.7200000286102304,2009-01-17T11:08:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.200000002980232,NA,3.2100000381469704,2009-01-18T10:39:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.5,7,3.25,2009-01-19T10:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.300000011920929,0,7,3.58999991416931,2009-01-20T09:29:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.200000002980232,8,4.48000001907349,2009-01-21T09:20:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.300000011920929,0.5,8,5.5500001907348615,2009-01-22T08:58:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.800000011920929,0.800000011920929,8,5.8600001335144,2009-01-23T09:52:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0,1.20000004768372,9,5.099999904632571,2009-01-24T11:08:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.899999976158142,1.10000002384186,8,4.8000001907348615,2009-01-25T10:36:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.699999988079071,1,7,5.329999923706049,2009-01-26T09:49:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1,1,7,4.5500001907348615,2009-01-27T09:38:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.699999988079071,0.699999988079071,7,4.199999809265139,2009-01-28T10:13:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1,1,7,4.0700001716613805,2009-01-29T09:33:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1,0.800000011920929,8,4.739999771118161,2009-01-30T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.899999976158142,0.899999976158142,8,4,2009-01-31T11:33:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.899999976158142,0.699999988079071,7.5,4.44999980926514,2009-02-01T09:42:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.800000011920929,0.800000011920929,8,4.98000001907349,2009-02-02T09:46:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.699999988079071,0.800000011920929,8,4.539999961853031,2009-02-03T11:23:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.800000011920929,8,3.8599998950958296,2009-02-04T10:48:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.699999988079071,0.699999988079071,8,4.26999998092651,2009-02-05T10:40:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.800000011920929,9,3.7100000381469704,2009-02-06T09:37:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.699999988079071,0.600000023841858,9,3.88000011444092,2009-02-07T08:53:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.699999988079071,8,4.159999847412109,2009-02-08T09:46:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.800000011920929,8,3.04999995231628,2009-02-09T09:11:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.600000023841858,7,4,2009-02-10T09:15:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.899999976158142,7,2.9600000381469704,2009-02-11T09:38:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.899999976158142,1,10,2.92000007629395,2009-02-12T10:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.800000011920929,1,12,3.9000000953674303,2009-02-13T09:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.300000011920929,1.29999995231628,7,6.699999809265139,2009-02-14T11:18:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1,1.20000004768372,7,5.01999998092651,2009-02-15T10:57:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.39999997615814,1.5,7.5,4.48000001907349,2009-02-16T09:24:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.100000001490116,1.70000004768372,7,8.949999809265142,2009-02-17T09:57:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.100000001490116,2.29999995231628,7.5,11.6999998092651,2009-02-18T11:16:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1,1.60000002384186,8,4.829999923706049,2009-02-19T10:26:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.20000004768372,1.5,8,4.639999866485599,2009-02-20T09:59:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.29999995231628,1.29999995231628,7.5,3.27999997138977,2009-02-21T09:08:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.29999995231628,1.60000002384186,NA,4.34000015258789,2009-02-22T09:47:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.59999990463257,3.59999990463257,NA,25.3999996185303,2009-02-23T09:59:00Z,Unplanned restart,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.60000002384186,2.20000004768372,10,2.4900000095367396,2009-04-17T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.70000004768372,2,10,2.1600000858306903,2009-04-18T09:55:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1,1.79999995231628,10,1.6699999570846595,2009-04-19T08:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.79999995231628,2.09999990463257,10,2.1800000667572004,2009-04-20T09:17:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.79999995231628,1.89999997615814,10.5,3.88000011444092,2009-04-21T08:55:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.60000002384186,1.89999997615814,11.5,2.61999988555908,2009-04-22T10:24:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.39999997615814,1.60000002384186,11.5,1.21000003814697,2009-04-23T09:42:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.60000002384186,1.5,10.5,2.3800001144409197,2009-04-24T09:43:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.39999997615814,1.29999995231628,11,1.7799999713897698,2009-04-25T11:18:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.29999995231628,1.39999997615814,11,1.3400000333786002,2009-04-26T09:43:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.70000004768372,2,12,8.22999954223633,2009-05-14T10:52:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.60000002384186,1.29999995231628,11.5,6.5500001907348615,2009-05-15T09:14:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.899999976158142,0.899999976158142,13,3.6600000858306903,2009-05-16T11:14:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.600000023841858,12,3.55999994277954,2009-05-17T08:41:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0,0,14,1.9400000572204597,2009-05-18T11:05:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1,2.90000009536743,13,3.02999997138977,2009-05-19T10:05:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.79999995231628,2,12,5.380000114440921,2009-05-20T08:52:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.79999995231628,3,12,2.61999988555908,2009-05-21T09:10:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,NA,NA,12.5,2.91000008583069,2009-05-22T10:36:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.40000009536743,2.79999995231628,11,1.61000001430511,2009-05-23T09:20:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.70000004768372,2.90000009536743,13,2.1900000572204603,2009-05-24T11:31:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.59999990463257,1.70000004768372,12,3.45000004768372,2009-05-25T08:58:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.59999990463257,2.79999995231628,12,2.67000007629395,2009-05-26T09:20:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.79999995231628,NA,13,1.8099999427795397,2009-05-27T10:50:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,3.20000004768372,3.40000009536743,13,2.60999989509583,2009-05-28T09:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.29999995231628,1.70000004768372,13,1.6200000047683702,2009-05-29T09:34:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.899999976158142,1,13,2.7100000381469704,2009-05-30T10:50:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.800000011920929,16,1.7999999523162795,2009-05-31T12:14:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.5,12,1.76999998092651,2009-06-01T09:34:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,1.79999995231628,12.5,2.5,2009-06-02T09:14:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2,2.20000004768372,13,1.61000001430511,2009-06-03T09:39:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.09999990463257,2.09999990463257,12.5,2.34999990463257,2009-06-04T09:19:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2,2,13,1.3799999952316298,2009-06-05T10:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.20000004768372,2.29999995231628,13.5,2.36999988555908,2009-06-06T12:06:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.20000004768372,2.20000004768372,13,1.3099999427795397,2009-06-07T09:02:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.40000009536743,2.40000009536743,12.5,2.84999990463257,2009-06-08T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.20000004768372,2.09999990463257,12,1.69000005722046,2009-06-09T09:32:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2,2,12.5,2.2100000381469704,2009-06-10T09:16:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.20000004768372,2.09999990463257,12.5,2.9900000095367396,2009-06-11T09:31:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2,2.29999995231628,12.5,1.9700000286102304,2009-06-12T09:20:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.09999990463257,2.20000004768372,12,2.3599998950958296,2009-06-13T08:57:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.89999997615814,1.89999997615814,13.5,1.6299999952316298,2009-06-14T11:16:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.60000002384186,1.89999997615814,14,2.67000007629395,2009-06-15T11:55:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.70000004768372,1.79999995231628,14,3.92000007629395,2009-06-16T10:26:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.70000004768372,1,12,2.1500000953674303,2009-06-17T08:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.899999976158142,0.600000023841858,14,1.95000004768372,2009-06-18T10:40:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.600000023841858,0.600000023841858,13.5,2.01999998092651,2009-06-19T10:25:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.300000011920929,14,2.23000001907349,2009-06-20T10:16:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.100000001490116,0.300000011920929,14,2.84999990463257,2009-06-21T10:36:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0,0,13,2.1500000953674303,2009-06-22T09:50:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0,0.899999976158142,15,1.64999997615814,2009-06-23T10:21:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.800000011920929,1,12.5,1.4099999666213998,2009-06-24T08:40:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.5,14.5,1.9400000572204597,2009-06-26T10:11:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.300000011920929,0.600000023841858,14,2.1600000858306903,2009-06-27T10:11:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.5,0.5,15.5,1.76999998092651,2009-06-28T11:50:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.300000011920929,1.10000002384186,14,3.01999998092651,2009-07-01T10:10:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.899999976158142,1.29999995231628,12,2.9000000953674303,2009-07-02T08:55:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.200000002980232,0.200000002980232,13,2.0099999904632595,2009-07-03T09:32:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.400000005960464,14.5,2,2009-07-04T10:41:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.100000001490116,0.5,12.5,1.86000001430511,2009-07-06T09:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,0.400000005960464,0.800000011920929,12.5,2.3800001144409197,2009-07-09T08:59:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.20000004768372,1.29999995231628,14,1.9099999666214,2009-07-12T10:39:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.89999997615814,1.79999995231628,14.5,1.96000003814697,2009-07-20T08:39:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.79999995231628,1.79999995231628,13,3.27999997138977,2009-07-22T08:58:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,3,3.20000004768372,16,3.5099999904632595,2009-07-28T10:15:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2,1.79999995231628,12,2.36999988555908,2009-07-31T08:25:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,1.39999997615814,1.60000002384186,14,6.51999998092651,2009-08-06T09:41:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2,1.60000002384186,12,1.7400000095367405,2009-08-07T08:43:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.70000004768372,3,12,2.2000000476837203,2009-08-15T09:39:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 2 RL,2.40000009536743,2.40000009536743,13.5,2.3900001049041695,2009-08-18T10:54:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0,0,12,0.9900000095367428,2006-11-18T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0,0,12,1.0099999904632595,2006-11-19T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0500000007450581,0.0500000007450581,12,1.03999996185303,2006-11-20T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0599999986588955,0.0599999986588955,12,1.8799999952316295,2006-11-21T10:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0299999993294477,0.0299999993294477,12,1.89999997615814,2006-11-22T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0299999993294477,0.0299999993294477,11,1.73000001907349,2006-11-23T08:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0299999993294477,0.0299999993294477,11,1.3200000524520898,2006-11-24T10:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0299999993294477,0.0299999993294477,11,1.1599999666214,2006-11-25T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0,0,11,1.21000003814697,2006-11-26T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.949999988079071,0.949999988079071,11,1.5,2006-11-27T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0799999982118607,0.0799999982118607,10,1.3700000047683702,2006-11-28T08:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.129999995231628,0.129999995231628,10,0.9900000095367428,2006-11-29T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0799999982118607,0.0799999982118607,10,1.3200000524520898,2006-11-30T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0700000002980232,0.0700000002980232,10,1.39999997615814,2006-12-01T12:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0199999995529652,0.0199999995529652,10,1.0900000333786002,2006-12-02T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0299999993294477,0.0299999993294477,11,1.0900000333786002,2006-12-03T10:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0799999982118607,0.0799999982118607,10,1.1399999856948897,2006-12-04T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0199999995529652,0.0199999995529652,10,1.20000004768372,2006-12-05T08:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0399999991059303,0.0399999991059303,10,1.03999996185303,2006-12-06T11:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0599999986588955,0.0599999986588955,10,0.9900000095367428,2006-12-07T10:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.0500000007450581,0.0500000007450581,10,1.51999998092651,2006-12-08T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.100000001490116,0.100000001490116,10,1.19000005722046,2006-12-09T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,1.79999995231628,1.79999995231628,11,3.67000007629395,2006-12-10T09:45:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.709999978542328,0.709999978542328,10,1.8099999427795397,2006-12-11T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.25,0.25,11,2.01999998092651,2006-12-12T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.579999983310699,0.579999983310699,10,2.74000000953674,2006-12-13T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,2.29999995231628,2.29999995231628,11,3.52999997138977,2006-12-14T08:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.370000004768372,0.370000004768372,11,3.1800000667572004,2006-12-15T08:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,1.5,1.5,11,1.3200000524520898,2006-12-16T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.400000005960464,0.400000005960464,11,1.21000003814697,2006-12-17T10:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.709999978542328,0.709999978542328,9,1.19000005722046,2006-12-18T09:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.300000011920929,0.300000011920929,9,1.11000001430511,2006-12-19T08:30:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
NA,Hallwood,Hallwood 3,0.529999971389771,0.529999971389771,9,1.4099999666213998,2006-12-20T11:00:00Z,Continue trapping,Not recorded,Not recorded,Yes,NA,NA
