projectDescriptionID,trapVisitID,visitTime,visitTime2,siteName,subSiteName,visitType,fishProcessed,trapFunctioning,counterAtStart,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,lightPenetration,turbidity,dissolvedOxygen,conductivity,trap_start_date,trap_end_date
9,559,2013-10-15T10:45:03Z,2013-10-15T12:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,2079,1.70000004768372,1.79999995231628,Yes,4890,1.70000004768372,61,7.19999980926514,1.45000004768372,NA,NA,2013-10-14T13:45:03Z,2013-10-15T10:45:03Z
9,561,2013-10-16T11:30:03Z,2013-10-16T13:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,NA,1.60000002384186,1.79999995231628,Yes,4730,1.67999994754791,61,6.69999980926514,1.99000000953674,NA,NA,2013-10-15T12:30:03Z,2013-10-16T11:30:03Z
9,562,2013-10-17T10:45:03Z,2013-10-17T12:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,2253,1.60000002384186,1.70000004768372,Yes,4510,1.64999997615814,60,6.59999990463257,1.6599999666214,NA,NA,2013-10-16T13:00:03Z,2013-10-17T10:45:03Z
9,563,2013-10-18T11:45:03Z,2013-10-18T12:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,2336,1.60000002384186,1.60000002384186,Yes,4300,1.60000002384186,61,6.30000019073486,1.61000001430511,NA,NA,2013-10-17T12:00:03Z,2013-10-18T11:45:03Z
9,564,2013-10-21T11:00:03Z,2013-10-21T12:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,6137,1.29999995231628,1.5,Yes,3820,1.39999997615814,62,5.90000009536743,2.79999995231628,NA,NA,2013-10-18T12:30:03Z,2013-10-21T11:00:03Z
9,565,2013-10-22T11:00:03Z,2013-10-22T12:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1810,1.5,1.70000004768372,Yes,3790,1.5,62,5.09999990463257,2.46000003814697,NA,NA,2013-10-21T12:30:03Z,2013-10-22T11:00:03Z
9,566,2013-10-23T12:00:03Z,2013-10-23T13:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1483,1.39999997615814,1.39999997615814,Yes,3950,1.29999995231628,62,5.09999990463257,2.40000009536743,NA,NA,2013-10-22T12:30:03Z,2013-10-23T12:00:03Z
9,567,2013-10-24T10:30:03Z,2013-10-24T12:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1468,1.5,1.5,Yes,3730,1.10000002384186,62,4.90000009536743,3.4300000667572,NA,NA,2013-10-23T13:30:03Z,2013-10-24T10:30:03Z
9,568,2013-10-25T10:15:03Z,2013-10-25T11:30:03Z,Knights Landing RST,8.3,Unplanned restart,No fish were caught,Trap stopped functioning,302,NA,0,1.29999995231628,Yes,3540,1.29999995231628,62,6.19999980926514,1.50999999046326,NA,NA,2013-10-24T12:00:03Z,2013-10-25T10:15:03Z
9,569,2013-10-26T10:00:03Z,2013-10-26T10:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1281,1.29999995231628,1.20000004768372,Yes,3520,1.5,61,4.59999990463257,1.73000001907349,NA,NA,2013-10-25T11:30:03Z,2013-10-26T10:00:03Z
9,570,2013-10-27T09:45:03Z,2013-10-27T10:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,1313,NA,1.29999995231628,1.20000004768372,Yes,3760,1.39999997615814,61,5.90000009536743,1.62000000476837,NA,NA,2013-10-26T10:30:03Z,2013-10-27T09:45:03Z
9,571,2013-10-28T10:00:03Z,2013-10-28T12:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,1649,NA,1.20000004768372,1,Yes,3910,1.29999995231628,60,3.70000004768372,3.96000003814697,NA,NA,2013-10-27T10:30:03Z,2013-10-28T10:00:03Z
9,572,2013-10-29T11:00:03Z,2013-10-29T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,1281,NA,1.20000004768372,1.29999995231628,Yes,4000,1.20000004768372,59,3.5,4.23999977111816,NA,NA,2013-10-28T12:00:03Z,2013-10-29T11:00:03Z
9,573,2013-10-30T11:00:03Z,2013-10-30T12:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,1687,NA,1.29999995231628,1.39999997615814,Yes,4370,1.20000004768372,59,3.29999995231628,5.03000020980835,NA,NA,2013-10-29T11:30:03Z,2013-10-30T11:00:03Z
9,574,2013-10-31T11:00:03Z,2013-10-31T12:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,1825,NA,1.39999997615814,1.5,Yes,4750,1.39999997615814,59,3.09999990463257,5.34999990463257,NA,NA,2013-10-30T12:30:03Z,2013-10-31T11:00:03Z
9,602,2013-11-01T10:15:03Z,2013-11-01T11:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1843,1.39999997615814,1.39999997615814,Yes,5360,1.60000002384186,59,3.59999990463257,3.4300000667572,NA,NA,2013-10-31T12:00:03Z,2013-11-01T10:15:03Z
9,605,2013-11-02T09:00:03Z,2013-11-02T09:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1962,1.60000002384186,1.60000002384186,Yes,5790,1.39999997615814,58,3.70000004768372,4.17999982833862,NA,NA,2013-11-01T11:30:03Z,2013-11-02T09:00:03Z
9,607,2013-11-02T18:00:03Z,2013-11-02T18:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,382,1.39999997615814,1.60000002384186,Yes,5950,1.29999995231628,59,3.79999995231628,4.1399998664856,NA,NA,2013-11-02T09:00:03Z,2013-11-02T18:00:03Z
9,609,2013-11-03T09:15:03Z,2013-11-03T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1668,1.60000002384186,1.5,Yes,6010,1.5,57,3.40000009536743,4.26000022888184,NA,NA,2013-11-02T18:00:03Z,2013-11-03T09:15:03Z
9,611,2013-11-03T17:00:03Z,2013-11-03T17:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,599,1.70000004768372,1.60000002384186,Yes,5980,1.60000002384186,57,3,4.23999977111816,NA,NA,2013-11-03T10:30:03Z,2013-11-03T17:00:03Z
9,613,2013-11-04T10:00:03Z,2013-11-04T10:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1733,1.60000002384186,1.79999995231628,Yes,5900,1.5,55,3.29999995231628,3.35999989509583,NA,NA,2013-11-03T17:30:03Z,2013-11-04T10:00:03Z
9,615,2013-11-04T17:00:03Z,2013-11-04T17:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,241,1.70000004768372,1.70000004768372,Yes,5800,1.60000002384186,55,2.90000009536743,4.63000011444092,NA,NA,2013-11-04T10:30:03Z,2013-11-04T17:00:03Z
9,617,2013-11-05T08:30:03Z,2013-11-05T09:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1451,1.39999997615814,1.5,Yes,5700,1.60000002384186,54,4.90000009536743,3.9300000667572,NA,NA,2013-11-04T17:00:03Z,2013-11-05T08:30:03Z
9,619,2013-11-05T16:00:03Z,2013-11-05T17:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,688,1.39999997615814,1.60000002384186,Yes,5650,1.39999997615814,56,6,2.13000011444092,NA,NA,2013-11-05T09:00:03Z,2013-11-05T16:00:03Z
9,621,2013-11-06T08:15:03Z,2013-11-06T09:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1429,1.5,2,Yes,5650,1.60000002384186,54,3.79999995231628,3.4300000667572,NA,NA,2013-11-05T17:00:03Z,2013-11-06T08:15:03Z
9,623,2013-11-06T15:30:03Z,2013-11-06T16:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,612,1.60000002384186,1.70000004768372,Yes,5620,1.60000002384186,55,4.30000019073486,2.42000007629395,NA,NA,2013-11-06T09:00:03Z,2013-11-06T15:30:03Z
9,625,2013-11-07T08:00:03Z,2013-11-07T09:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1508,1.5,1.5,Yes,5520,1.29999995231628,55,5.80000019073486,2.88000011444092,NA,NA,2013-11-06T16:30:03Z,2013-11-07T08:00:03Z
9,627,2013-11-07T15:00:03Z,2013-11-07T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,525,1.60000002384186,1.5,Yes,5490,1.39999997615814,56,3.90000009536743,3.40000009536743,NA,NA,2013-11-07T09:00:03Z,2013-11-07T15:00:03Z
9,629,2013-11-08T07:30:03Z,2013-11-08T08:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1277,1.20000004768372,1.39999997615814,Yes,5340,1.39999997615814,55,3.5,3.5,NA,NA,2013-11-07T16:00:03Z,2013-11-08T07:30:03Z
9,631,2013-11-08T15:30:03Z,2013-11-08T16:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,590,1.29999995231628,1.29999995231628,Yes,5280,1.60000002384186,57,3.90000009536743,3.92000007629395,NA,NA,2013-11-08T08:15:03Z,2013-11-08T15:30:03Z
9,633,2013-11-09T07:15:03Z,2013-11-09T08:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1191,1.29999995231628,1.20000004768372,Yes,5200,1.60000002384186,56,3.90000009536743,5.15999984741211,NA,NA,2013-11-08T16:30:03Z,2013-11-09T07:15:03Z
9,635,2013-11-09T16:00:03Z,2013-11-09T16:00:03Z,Knights Landing RST,8.3,End trapping,No fish were caught,Trap functioning normally,NA,630,1.5,NA,Yes,5200,1.70000004768372,58,4.59999990463257,3.50999999046326,NA,NA,2013-11-09T08:00:03Z,2013-11-09T16:00:03Z
9,637,2013-11-10T07:00:03Z,2013-11-10T07:00:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,NA,NA,NA,1.5,Yes,NA,NA,NA,NA,NA,NA,NA,2013-11-10T07:00:03Z,2013-11-10T07:00:03Z
9,638,2013-11-10T17:00:03Z,2013-11-10T17:00:03Z,Knights Landing RST,8.3,End trapping,No fish were caught,Trap functioning normally,NA,841,1.20000004768372,NA,Yes,5020,1.39999997615814,NA,3.20000004768372,NA,NA,NA,2013-11-10T07:00:03Z,2013-11-10T17:00:03Z
9,639,2013-11-11T07:45:03Z,2013-11-11T07:45:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,NA,NA,NA,1.29999995231628,Yes,NA,NA,NA,NA,NA,NA,NA,2013-11-11T07:45:03Z,2013-11-11T07:45:03Z
9,640,2013-11-11T16:00:03Z,2013-11-11T16:00:03Z,Knights Landing RST,8.3,End trapping,No fish were caught,Trap functioning normally,NA,620,1.60000002384186,NA,Yes,4810,1.39999997615814,58,4.90000009536743,3.70000004768372,NA,NA,2013-11-11T07:45:03Z,2013-11-11T16:00:03Z
9,643,2013-11-12T07:45:03Z,2013-11-12T07:45:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,NA,NA,NA,1.10000002384186,Yes,NA,NA,NA,NA,NA,NA,NA,2013-11-12T07:45:03Z,2013-11-12T07:45:03Z
9,644,2013-11-12T16:00:03Z,2013-11-12T17:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,579,1.39999997615814,1.60000002384186,Yes,4750,1.5,58,5.59999990463257,3.97000002861023,NA,NA,2013-11-12T07:45:03Z,2013-11-12T16:00:03Z
9,647,2013-11-13T07:30:03Z,2013-11-13T08:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1458,1.70000004768372,1.70000004768372,Yes,4750,1.29999995231628,56,6,0.709999978542328,NA,NA,2013-11-12T17:00:03Z,2013-11-13T07:30:03Z
9,649,2013-11-13T16:00:03Z,2013-11-13T16:45:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,788,1.79999995231628,1.70000004768372,Yes,4730,1.39999997615814,58,4.09999990463257,3.44000005722046,NA,NA,2013-11-13T08:30:03Z,2013-11-13T16:00:03Z
9,651,2013-11-14T07:15:03Z,2013-11-14T07:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1490,1.70000004768372,1.70000004768372,Yes,4720,1.29999995231628,56,6.40000009536743,1.98000001907349,NA,NA,2013-11-13T16:45:03Z,2013-11-14T07:15:03Z
9,653,2013-11-14T13:30:03Z,2013-11-14T14:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,593,1.70000004768372,1.60000002384186,Yes,4730,1.5,57,6.59999990463257,1.48000001907349,NA,NA,2013-11-14T07:30:03Z,2013-11-14T13:30:03Z
9,655,2013-11-15T07:00:03Z,2013-11-15T08:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1731,1.70000004768372,1.79999995231628,Yes,4720,1.60000002384186,56,4.90000009536743,2.70000004768372,NA,NA,2013-11-14T14:00:03Z,2013-11-15T07:00:03Z
9,657,2013-11-15T15:30:03Z,2013-11-15T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,762,1.79999995231628,1.29999995231628,Yes,4680,1.60000002384186,57,6.09999990463257,2.84999990463257,NA,NA,2013-11-15T08:00:03Z,2013-11-15T15:30:03Z
9,659,2013-11-16T07:00:03Z,2013-11-16T07:45:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1482,1.60000002384186,1.60000002384186,Yes,4630,1.5,55,6.59999990463257,3.01999998092651,NA,NA,2013-11-15T16:00:03Z,2013-11-16T07:00:03Z
9,661,2013-11-16T15:00:03Z,2013-11-16T15:45:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,626,1.79999995231628,1.79999995231628,Yes,4590,1.5,57,6.80000019073486,2.76999998092651,NA,NA,2013-11-16T07:45:03Z,2013-11-16T15:00:03Z
9,663,2013-11-17T07:15:03Z,2013-11-17T08:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1535,1.70000004768372,1.70000004768372,Yes,4490,1.39999997615814,53,4.80000019073486,3.17000007629395,NA,NA,2013-11-16T15:45:03Z,2013-11-17T07:15:03Z
9,665,2013-11-17T16:00:03Z,2013-11-17T16:45:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,837,1.70000004768372,1.70000004768372,Yes,4610,1.5,56,5,4.80000019073486,NA,NA,2013-11-17T08:00:03Z,2013-11-17T16:00:03Z
9,667,2013-11-18T07:30:03Z,2013-11-18T08:15:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1407,1.5,1.79999995231628,Yes,4790,1.5,55,5.90000009536743,2.33999991416931,NA,NA,2013-11-17T16:45:03Z,2013-11-18T07:30:03Z
9,669,2013-11-18T16:30:03Z,2013-11-18T16:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,843,1.79999995231628,1.89999997615814,Yes,4720,1.60000002384186,56,6,3.08999991416931,NA,NA,2013-11-18T08:15:03Z,2013-11-18T16:30:03Z
9,1170,2013-11-19T09:00:03Z,2013-11-19T09:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1585,1.60000002384186,1.5,Yes,4570,1.70000004768372,55,6,2.4300000667572,NA,NA,2013-11-18T16:45:03Z,2013-11-19T09:00:03Z
9,1172,2013-11-19T16:30:03Z,2013-11-19T17:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,710,1.60000002384186,1.79999995231628,Yes,4540,1.75,56,4.5,2.72000002861023,NA,NA,2013-11-19T09:30:03Z,2013-11-19T16:30:03Z
9,1174,2013-11-20T07:30:03Z,2013-11-20T08:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1437,1.60000002384186,1.5,Yes,4580,1.29999995231628,57,5.40000009536743,3.52999997138977,NA,NA,2013-11-19T17:00:03Z,2013-11-20T07:30:03Z
9,1176,2013-11-20T16:30:03Z,2013-11-20T17:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,794,1.70000004768372,1.70000004768372,Yes,4600,1.60000002384186,56,5.30000019073486,3.20000004768372,NA,NA,2013-11-20T08:15:03Z,2013-11-20T16:30:03Z
9,1178,2013-11-21T07:25:03Z,2013-11-21T08:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1403,1.70000004768372,1.79999995231628,Yes,4790,1.39999997615814,54,4.59999990463257,3.75999999046326,NA,NA,2013-11-20T17:00:03Z,2013-11-21T07:25:03Z
9,1180,2013-11-21T15:00:03Z,2013-11-21T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,752,1.70000004768372,1.70000004768372,Yes,4900,1.29999995231628,55,3.5,4.67000007629395,NA,NA,2013-11-21T08:00:03Z,2013-11-21T15:00:03Z
9,1182,2013-11-22T08:00:03Z,2013-11-22T09:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1755,1.70000004768372,1.79999995231628,Yes,5110,1.39999997615814,53,4.80000019073486,3.55999994277954,NA,NA,2013-11-21T16:00:03Z,2013-11-22T08:00:03Z
9,1184,2013-11-22T15:30:03Z,2013-11-22T16:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,639,1.70000004768372,1.70000004768372,Yes,5160,1.60000002384186,53,4.69999980926514,3.22000002861023,NA,NA,2013-11-22T09:00:03Z,2013-11-22T15:30:03Z
9,1186,2013-11-23T07:30:03Z,2013-11-23T08:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1586,1.79999995231628,1.5,Yes,5340,1.5,52,4.59999990463257,5.59000015258789,NA,NA,2013-11-22T16:30:03Z,2013-11-23T07:30:03Z
9,1188,2013-11-23T14:47:03Z,2013-11-23T15:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,593,1.5,1.70000004768372,Yes,5270,1.5,52,4.69999980926514,4.05000019073486,NA,NA,2013-11-23T08:45:03Z,2013-11-23T14:47:03Z
9,1190,2013-11-24T07:15:03Z,2013-11-24T08:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1679,1.79999995231628,1.70000004768372,Yes,5190,1.29999995231628,50,4.19999980926514,5.3600001335144,NA,NA,2013-11-23T15:00:03Z,2013-11-24T07:15:03Z
9,1192,2013-11-24T16:00:03Z,2013-11-24T16:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,768,1.79999995231628,1.79999995231628,Yes,5160,1.29999995231628,52,4,4.13000011444092,NA,NA,2013-11-24T08:15:03Z,2013-11-24T16:00:03Z
9,1194,2013-11-25T07:45:03Z,2013-11-25T08:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1554,1.5,1.60000002384186,Yes,5140,1.70000004768372,50,3.5,4.57000017166138,NA,NA,2013-11-24T16:30:03Z,2013-11-25T07:45:03Z
9,1196,2013-11-25T16:00:03Z,2013-11-25T16:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,807,1.70000004768372,1.70000004768372,Yes,5050,1.79999995231628,51,4.40000009536743,6.53999996185303,NA,NA,2013-11-25T08:30:03Z,2013-11-25T16:00:03Z
9,1198,2013-11-26T07:30:03Z,2013-11-26T08:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1437,1.5,1.60000002384186,Yes,4910,1.5,50,4,3.40000009536743,NA,NA,2013-11-25T16:30:03Z,2013-11-26T07:30:03Z
9,1200,2013-11-26T16:00:03Z,2013-11-26T16:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,757,1.60000002384186,1.79999995231628,Yes,4830,1.39999997615814,44,5,4.30000019073486,NA,NA,2013-11-26T08:30:03Z,2013-11-26T16:00:03Z
9,1202,2013-11-27T07:30:03Z,2013-11-27T08:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1416,1.5,1.39999997615814,Yes,4520,1.39999997615814,52,5,5.57000017166138,NA,NA,2013-11-26T16:30:03Z,2013-11-27T07:30:03Z
9,1204,2013-11-27T16:00:03Z,2013-11-27T16:30:03Z,Knights Landing RST,8.3,End trapping,Processed fish,Trap functioning normally,NA,776,1.70000004768372,NA,Yes,4500,1.60000002384186,50,5.69999980926514,2.84999990463257,NA,NA,2013-11-27T08:00:03Z,2013-11-27T16:00:03Z
9,1206,2013-11-29T07:30:03Z,2013-11-29T07:30:03Z,Knights Landing RST,8.3,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,NA,NA,NA,1.79999995231628,Yes,NA,NA,NA,NA,NA,NA,NA,2013-11-29T07:30:03Z,2013-11-29T07:30:03Z
9,1208,2013-11-29T15:30:03Z,2013-11-29T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,844,1.79999995231628,1.79999995231628,Yes,4540,1.60000002384186,52,6.09999990463257,3.05999994277954,NA,NA,2013-11-29T07:30:03Z,2013-11-29T15:30:03Z
9,1210,2013-11-30T07:15:03Z,2013-11-30T07:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1593,1.79999995231628,1.70000004768372,Yes,4570,1.60000002384186,52,5.80000019073486,2.45000004768372,NA,NA,2013-11-29T16:00:03Z,2013-11-30T07:15:03Z
9,1212,2013-11-30T16:00:03Z,2013-11-30T16:15:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,869,1.70000004768372,1.79999995231628,Yes,4580,1.29999995231628,52,3.40000009536743,3.25999999046326,NA,NA,2013-11-30T07:45:03Z,2013-11-30T16:00:03Z
9,1214,2013-12-01T07:15:03Z,2013-12-01T07:45:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1571,1.5,1.79999995231628,Yes,4590,1.5,52,4.5,5.09999990463257,NA,NA,2013-11-30T16:15:03Z,2013-12-01T07:15:03Z
9,1216,2013-12-01T16:00:03Z,2013-12-01T16:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,900,1.79999995231628,1.70000004768372,Yes,4560,1.60000002384186,53,5.19999980926514,3.29999995231628,NA,NA,2013-12-01T07:45:03Z,2013-12-01T16:00:03Z
9,1218,2013-12-02T07:15:03Z,2013-12-02T07:45:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1535,1.70000004768372,2,Yes,4570,1.39999997615814,52,4.5,3.83999991416931,NA,NA,2013-12-01T16:30:03Z,2013-12-02T07:15:03Z
9,1220,2013-12-02T15:30:03Z,2013-12-02T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,880,1.89999997615814,1.70000004768372,Yes,4540,1.70000004768372,52,4,3.38000011444092,NA,NA,2013-12-02T07:45:03Z,2013-12-02T15:30:03Z
9,1222,2013-12-03T07:30:03Z,2013-12-03T08:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1544,1.5,1.79999995231628,Yes,4450,1.39999997615814,53,4.80000019073486,4.69000005722046,NA,NA,2013-12-02T16:00:03Z,2013-12-03T07:30:03Z
9,1224,2013-12-03T15:15:03Z,2013-12-03T16:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,748,1.60000002384186,1.89999997615814,Yes,4460,1.29999995231628,52,5.90000009536743,1.91999995708466,NA,NA,2013-12-03T08:15:03Z,2013-12-03T15:15:03Z
9,1226,2013-12-04T08:15:03Z,2013-12-04T09:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1721,1.5,1.60000002384186,Yes,4390,1.29999995231628,49,5.59999990463257,3.3199999332428,NA,NA,2013-12-03T16:00:03Z,2013-12-04T08:15:03Z
9,1228,2013-12-04T16:00:03Z,2013-12-04T17:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,716,1.79999995231628,1.70000004768372,Yes,4420,1.39999997615814,50,4.69999980926514,3.46000003814697,NA,NA,2013-12-04T09:00:03Z,2013-12-04T16:00:03Z
9,1230,2013-12-05T08:00:03Z,2013-12-05T08:15:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1444,1.60000002384186,1.79999995231628,Yes,4450,1.29999995231628,49,5.40000009536743,3.79999995231628,NA,NA,2013-12-04T17:00:03Z,2013-12-05T08:00:03Z
9,1234,2013-12-05T14:45:03Z,2013-12-05T15:45:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,634,1.60000002384186,1.70000004768372,Yes,4420,1.60000002384186,48,5,3.83999991416931,NA,NA,2013-12-05T08:15:03Z,2013-12-05T14:45:03Z
9,1236,2013-12-06T07:30:03Z,2013-12-06T08:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1238,1.70000004768372,1.5,Yes,4410,1.5,47,5.5,3.21000003814697,NA,NA,2013-12-05T15:45:03Z,2013-12-06T07:30:03Z
9,1238,2013-12-06T16:00:03Z,2013-12-06T16:30:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,681,1.60000002384186,1.60000002384186,Yes,4430,1.29999995231628,46,5.30000019073486,4.94000005722046,NA,NA,2013-12-06T08:00:03Z,2013-12-06T16:00:03Z
9,1240,2013-12-07T07:30:03Z,2013-12-07T08:00:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,1430,1.60000002384186,1.5,Yes,4570,1.39999997615814,45,3.79999995231628,4.92000007629395,NA,NA,2013-12-06T16:30:03Z,2013-12-07T07:30:03Z
9,1242,2013-12-07T16:00:03Z,2013-12-07T16:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,827,1.70000004768372,1.70000004768372,Yes,4570,1.60000002384186,45,4.5,5.46000003814697,NA,NA,2013-12-07T08:00:03Z,2013-12-07T16:00:03Z
9,1244,2013-12-08T07:00:03Z,2013-12-08T08:00:03Z,Knights Landing RST,8.3,Continue trapping,No fish were caught,Trap functioning normally,NA,1201,1.70000004768372,1.60000002384186,Yes,4580,1.39999997615814,44,4.40000009536743,3.83999991416931,NA,NA,2013-12-07T16:30:03Z,2013-12-08T07:00:03Z
9,1246,2013-12-08T16:00:03Z,2013-12-08T16:30:03Z,Knights Landing RST,8.3,Continue trapping,Processed fish,Trap functioning normally,NA,747,1.79999995231628,1.60000002384186,Yes,4660,1.29999995231628,44,3.90000009536743,3.57999992370605,NA,NA,2013-12-08T08:00:03Z,2013-12-08T16:00:03Z
